,Distance,Lattitude,Longtitude,YearBuilt,Landsize,BuildingArea,Rooms,Bedroom2,Bathroom,Price,CouncilArea,Regionname,SellerG,Type,Postcode,zipcode,airbnb_price_mean,airbnb_record_count,airbnb_weekly_price_mean,airbnb_monthly_price_mean,airbnb_number_of_reviews_sum,airbnb_number_of_reviews_mean,airbnb_review_scores_rating_min,airbnb_review_scores_rating_max,airbnb_review_scores_rating_mean
5844,9.7,-37.7376,144.9154,1990.0,607.0,224.0,4,4.0,2.0,1430000.0,Moonee Valley,Western Metropolitan,Nelson,h,3041,,,,,,,,,,
5845,9.7,-37.7298,144.9162,,754.0,,5,5.0,3.0,915000.0,Moonee Valley,Western Metropolitan,Brad,h,3041,,,,,,,,,,
5846,9.7,-37.7302,144.9167,2004.0,254.0,127.0,3,3.0,2.0,622500.0,Moonee Valley,Western Metropolitan,Barry,h,3041,,,,,,,,,,
5847,9.7,-37.7427,144.9226,1950.0,722.0,196.0,3,3.0,2.0,1500000.0,Moonee Valley,Western Metropolitan,Other,h,3041,,,,,,,,,,
5848,9.7,-37.7319,144.9195,,260.0,,4,4.0,3.0,995000.0,Moonee Valley,Western Metropolitan,Nelson,t,3041,,,,,,,,,,
5849,9.7,-37.7345,144.9196,1977.0,689.0,25.0,4,4.0,2.0,1280000.0,Moonee Valley,Western Metropolitan,Brad,h,3041,,,,,,,,,,
5850,9.7,-37.7317,144.9177,2012.0,502.0,365.0,5,5.0,2.0,1485000.0,Moonee Valley,Western Metropolitan,Other,h,3041,,,,,,,,,,
5851,9.7,-37.734,144.9145,1980.0,211.0,46.0,3,3.0,2.0,1080000.0,Moonee Valley,Western Metropolitan,Other,h,3041,,,,,,,,,,
5852,9.7,-37.7363,144.9208,2001.0,650.0,348.0,4,4.0,3.0,1715000.0,Moonee Valley,Western Metropolitan,Other,h,3041,,,,,,,,,,
5853,9.7,-37.7417,144.9133,2009.0,755.0,365.0,5,5.0,3.0,2650000.0,Moonee Valley,Western Metropolitan,Brad,h,3041,,,,,,,,,,
5854,9.7,-37.7245,144.9097,2000.0,378.0,106.0,2,3.0,2.0,630000.0,Moonee Valley,Western Metropolitan,Barry,h,3041,,,,,,,,,,
5855,9.7,-37.736,144.9202,,650.0,,3,3.0,1.0,1205000.0,Moonee Valley,Western Metropolitan,Nelson,h,3041,,,,,,,,,,
5856,9.7,-37.7296,144.9234,,151.0,,2,2.0,1.0,535000.0,Moonee Valley,Western Metropolitan,Other,h,3041,,,,,,,,,,
5857,9.7,-37.7303,144.9198,,752.0,,3,3.0,2.0,1075000.0,Moonee Valley,Western Metropolitan,Nelson,h,3041,,,,,,,,,,
5858,9.7,-37.7273,144.917,,697.0,,3,3.0,1.0,1000000.0,Moonee Valley,Western Metropolitan,Brad,h,3041,,,,,,,,,,
5859,9.7,-37.7373,144.9217,,656.0,,3,4.0,1.0,1400000.0,Moonee Valley,Western Metropolitan,Nelson,h,3041,,,,,,,,,,
5860,9.7,-37.7413,144.9163,,390.0,,4,4.0,1.0,920000.0,Moonee Valley,Western Metropolitan,Other,h,3041,,,,,,,,,,
5861,9.7,-37.7225,144.9055,,387.0,,5,5.0,3.0,960000.0,Moonee Valley,Western Metropolitan,Nelson,h,3041,,,,,,,,,,
5862,9.7,-37.7416,144.9204,,651.0,,3,3.0,1.0,1160000.0,Moonee Valley,Western Metropolitan,Barry,h,3041,,,,,,,,,,
5863,9.7,-37.735,144.9203,1960.0,908.0,208.0,4,4.0,2.0,1370000.0,Moonee Valley,Western Metropolitan,Nelson,h,3041,,,,,,,,,,
5864,9.7,-37.7234,144.9077,,717.0,,3,4.0,3.0,600000.0,Moonee Valley,Western Metropolitan,Nelson,t,3041,,,,,,,,,,
5865,9.7,-37.7225,144.9055,,387.0,,5,5.0,3.0,880000.0,Moonee Valley,Western Metropolitan,Nelson,h,3041,,,,,,,,,,
5866,9.7,-37.7373,144.9155,,616.0,,3,3.0,2.0,1285000.0,Moonee Valley,Western Metropolitan,Nelson,h,3041,,,,,,,,,,
5867,12.6,-37.7952,144.8262,,79.0,,2,2.0,1.0,260000.0,Brimbank,Western Metropolitan,Other,u,3020,,,,,,,,,,
5868,12.6,-37.7809,144.8424,1940.0,655.0,165.0,3,3.0,2.0,800000.0,Brimbank,Western Metropolitan,Barry,h,3020,,,,,,,,,,
5869,12.6,-37.7933,144.8411,1960.0,700.0,145.0,3,3.0,1.0,950000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5870,12.6,-37.7853,144.843,1950.0,203.0,,3,3.0,1.0,625000.0,Brimbank,Western Metropolitan,Barry,h,3020,,,,,,,,,,
5871,12.6,-37.7878,144.8369,,457.0,,2,2.0,1.0,710000.0,Brimbank,Western Metropolitan,Barry,h,3020,,,,,,,,,,
5872,12.6,-37.7877,144.8398,,539.0,,3,3.0,1.0,735000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5873,12.6,-37.7796,144.8426,,879.0,,3,3.0,1.0,1001000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5874,12.6,-37.7886,144.8438,1943.0,486.0,115.0,3,3.0,1.0,780000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5875,12.6,-37.7794,144.8395,,619.0,,2,2.0,1.0,710000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5876,12.6,-37.7864,144.8353,1940.0,726.0,181.0,4,4.0,1.0,1350500.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5877,12.6,-37.7802,144.8374,1960.0,518.0,122.0,3,3.0,1.0,745000.0,Brimbank,Western Metropolitan,Biggin,h,3020,,,,,,,,,,
5878,12.6,-37.7876,144.8342,,322.0,,2,2.0,1.0,490000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5879,12.6,-37.7966,144.8252,,807.0,,4,4.0,2.0,700000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5880,12.6,-37.7933,144.8408,,690.0,,5,4.0,2.0,895000.0,Brimbank,Western Metropolitan,Barry,h,3020,,,,,,,,,,
5881,12.6,-37.7796,144.8372,1955.0,513.0,116.0,3,3.0,1.0,657500.0,Brimbank,Western Metropolitan,Barry,h,3020,,,,,,,,,,
5882,12.6,-37.7932,144.8434,2002.0,803.0,309.0,4,4.0,2.0,1030000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5883,12.6,-37.7939,144.8261,2009.0,119.0,110.0,3,3.0,2.0,460000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5884,12.6,-37.7801,144.8412,,534.0,,3,3.0,1.0,725000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5885,12.6,-37.7831,144.842,,376.0,,3,3.0,1.0,620000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5886,12.6,-37.7807,144.842,,306.0,,3,3.0,1.0,460000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5887,12.6,-37.7895,144.8385,,234.0,,2,2.0,1.0,470000.0,Brimbank,Western Metropolitan,Barry,u,3020,,,,,,,,,,
5888,12.6,-37.7918,144.8419,,725.0,,3,3.0,1.0,910000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5889,12.6,-37.7949,144.8303,1950.0,542.0,,3,3.0,1.0,702000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5890,12.6,-37.7923,144.8289,,469.0,,3,3.0,1.0,580000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5891,12.6,-37.7793,144.8427,1950.0,301.0,115.0,3,3.0,1.0,490000.0,Brimbank,Western Metropolitan,Barry,u,3020,,,,,,,,,,
5892,12.6,-37.7796,144.845,1930.0,668.0,127.0,4,4.0,1.0,890000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5893,12.6,-37.7821,144.8456,,500.0,,3,3.0,1.0,675000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5894,12.6,-37.7795,144.8432,2000.0,225.0,80.0,2,2.0,1.0,425000.0,Brimbank,Western Metropolitan,Barry,h,3020,,,,,,,,,,
5895,12.6,-37.7807,144.8341,1925.0,558.0,104.0,3,3.0,1.0,715000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5896,12.6,-37.7906,144.8387,1958.0,511.0,113.0,3,3.0,1.0,816000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5897,12.6,-37.7818,144.8393,,580.0,,2,2.0,1.0,825000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5898,12.6,-37.7933,144.8409,,704.0,,3,3.0,1.0,950000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5899,12.6,-37.7912,144.8439,1970.0,153.0,72.0,2,2.0,1.0,425500.0,Brimbank,Western Metropolitan,Barry,u,3020,,,,,,,,,,
5900,12.6,-37.7877,144.838,,435.0,,3,3.0,1.0,735000.0,Brimbank,Western Metropolitan,hockingstuart,h,3020,,,,,,,,,,
5901,12.6,-37.7851,144.8434,,36.0,,3,3.0,1.0,595000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5902,12.6,-37.7892,144.8432,,490.0,,3,3.0,1.0,735000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5903,12.6,-37.8005,144.822,1965.0,705.0,118.0,3,3.0,1.0,610000.0,Brimbank,Western Metropolitan,Barry,h,3020,,,,,,,,,,
5904,12.6,-37.7796,144.8455,1950.0,0.0,126.0,3,3.0,1.0,600000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5905,12.6,-37.7892,144.827,,750.0,,3,3.0,1.0,595999.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5906,12.6,-37.7938,144.8322,,210.0,,2,2.0,1.0,591000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5907,12.6,-37.7804,144.8425,,438.0,,3,3.0,1.0,590000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5908,12.6,-37.7953,144.8332,,521.0,,4,4.0,1.0,691000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5909,12.6,-37.7952,144.8302,,550.0,,3,3.0,1.0,701000.0,Brimbank,Western Metropolitan,Barry,h,3020,,,,,,,,,,
5910,12.6,-37.7824,144.8414,,611.0,,2,2.0,1.0,688000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5911,12.6,-37.7938,144.8321,1925.0,204.0,77.0,2,2.0,1.0,611000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5912,12.6,-37.7809,144.8467,,497.0,,3,3.0,1.0,655000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5913,12.6,-37.7918,144.8268,,613.0,,2,2.0,1.0,551000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5914,12.6,-37.7866,144.841,,483.0,,3,3.0,1.0,750000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5915,12.6,-37.7945,144.8267,1950.0,603.0,106.0,4,4.0,1.0,670000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5916,12.6,-37.7919,144.8394,,562.0,,4,4.0,1.0,888000.0,Brimbank,Western Metropolitan,Barry,h,3020,,,,,,,,,,
5917,12.6,-37.7883,144.8439,,487.0,,3,3.0,1.0,607500.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5918,12.6,-37.7798,144.8352,1970.0,505.0,,3,3.0,1.0,850000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5919,12.6,-37.7893,144.8437,,490.0,,4,3.0,1.0,590000.0,Brimbank,Western Metropolitan,Barry,h,3020,,,,,,,,,,
5920,12.6,-37.7881,144.8354,,254.0,,2,2.0,1.0,555000.0,Brimbank,Western Metropolitan,Barry,h,3020,,,,,,,,,,
5921,12.6,-37.7969,144.8276,1956.0,462.0,104.0,3,3.0,1.0,605000.0,Brimbank,Western Metropolitan,Barry,h,3020,,,,,,,,,,
5922,12.6,-37.7952,144.8325,2005.0,504.0,174.0,4,4.0,2.0,930000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5923,12.6,-37.7922,144.8283,,0.0,,2,2.0,1.0,550000.0,Brimbank,Western Metropolitan,Other,u,3020,,,,,,,,,,
5924,12.6,-37.7905,144.8359,1925.0,463.0,107.0,3,3.0,1.0,880000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5925,12.6,-37.7956,144.8292,1970.0,535.0,105.0,3,3.0,1.0,570000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5926,12.6,-37.7817,144.8448,1960.0,505.0,75.0,3,3.0,1.0,700000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5927,12.6,-37.7856,144.8177,1960.0,589.0,,3,3.0,1.0,571000.0,Brimbank,Western Metropolitan,Barry,h,3020,,,,,,,,,,
5928,12.6,-37.7905,144.836,1980.0,465.0,,4,4.0,2.0,835000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5929,12.6,-37.7813,144.8394,1955.0,459.0,120.0,3,3.0,1.0,625000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5930,12.6,-37.7842,144.843,1930.0,616.0,117.0,3,3.0,1.0,695000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5931,12.6,-37.793,144.8283,,426.0,,3,3.0,1.0,794000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5932,12.6,-37.7943,144.8319,,668.0,,3,3.0,1.0,890000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5933,12.6,-37.7815,144.8423,1992.0,653.0,650.0,3,3.0,2.0,910000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5934,12.6,-37.7956,144.826,1965.0,563.0,122.0,3,3.0,1.0,607000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5935,12.6,-37.7843,144.8392,2002.0,351.0,125.0,3,3.0,1.0,679500.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5936,12.6,-37.7863,144.8401,1985.0,224.0,159.0,3,3.0,1.0,500000.0,Brimbank,Western Metropolitan,Other,t,3020,,,,,,,,,,
5937,12.6,-37.7939,144.8283,1945.0,430.0,144.0,4,4.0,2.0,895000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5938,12.6,-37.7903,144.8387,,510.0,,3,3.0,1.0,762500.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5939,12.6,-37.783,144.8405,,611.0,,2,2.0,1.0,702000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5940,12.6,-37.7982,144.82299999999995,2008.0,204.0,85.0,2,2.0,2.0,410000.0,Brimbank,Western Metropolitan,Barry,t,3020,,,,,,,,,,
5941,12.6,-37.7889,144.8362,,465.0,,2,2.0,1.0,720000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5942,12.6,-37.7896,144.8369,,286.0,,3,3.0,2.0,590000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5943,12.6,-37.7836,144.8408,1960.0,631.0,107.0,3,4.0,1.0,635000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5944,12.6,-37.7794,144.8347,,494.0,,3,3.0,1.0,711000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5945,12.6,-37.7867,144.8437,,650.0,,4,4.0,1.0,700000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5946,12.6,-37.7796,144.8384,1940.0,155.0,,2,2.0,1.0,435000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5947,12.6,-37.7905,144.8414,,581.0,97.0,4,2.0,2.0,1001000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5948,12.6,-37.7925,144.8282,,427.0,,3,3.0,1.0,591500.0,Brimbank,Western Metropolitan,Barry,h,3020,,,,,,,,,,
5949,13.3,-37.7694,144.8321,,683.0,,4,4.0,1.0,716000.0,Brimbank,Western Metropolitan,Barry,h,3020,,,,,,,,,,
5950,13.3,-37.7692,144.8348,,630.0,,3,3.0,2.0,701000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5951,13.3,-37.7781,144.8451,,565.0,,3,3.0,1.0,555000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5952,13.3,-37.7669,144.8308,,541.0,,3,3.0,1.0,490000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5953,13.3,-37.7754,144.846,,609.0,,3,3.0,1.0,620500.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5954,13.3,-37.7555,144.8295,1978.0,546.0,99.0,3,3.0,1.0,480000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5955,13.3,-37.7689,144.8402,1960.0,343.0,81.0,2,2.0,1.0,435000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5956,13.3,-37.7748,144.833,,575.0,,3,3.0,1.0,607000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5957,13.3,-37.7667,144.8445,,634.0,,3,3.0,1.0,600000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5958,13.3,-37.7683,144.8316,1970.0,615.0,106.0,2,2.0,1.0,560000.0,Brimbank,Western Metropolitan,Barry,h,3020,,,,,,,,,,
5959,13.3,-37.7712,144.8336,1950.0,581.0,130.0,4,4.0,1.0,626800.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5960,13.3,-37.7749,144.8313,,532.0,,3,3.0,1.0,670000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5961,13.3,-37.758,144.8256,1990.0,528.0,137.0,3,3.0,2.0,571500.0,Brimbank,Western Metropolitan,Barry,h,3020,,,,,,,,,,
5962,13.3,-37.7756,144.8345,,14.0,,2,2.0,1.0,315000.0,Brimbank,Western Metropolitan,Other,u,3020,,,,,,,,,,
5963,13.3,-37.7695,144.8347,,625.0,,3,3.0,1.0,630000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5964,13.3,-37.7751,144.8342,,592.0,,3,3.0,1.0,685000.0,Brimbank,Western Metropolitan,Barry,h,3020,,,,,,,,,,
5965,13.3,-37.774,144.8443,,629.0,,3,3.0,1.0,690000.0,Brimbank,Western Metropolitan,hockingstuart,h,3020,,,,,,,,,,
5966,13.3,-37.7651,144.8241,1960.0,661.0,133.0,5,5.0,2.0,605000.0,Brimbank,Western Metropolitan,Barry,h,3020,,,,,,,,,,
5967,13.3,-37.771,144.8428,,692.0,,3,3.0,1.0,808000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5968,13.3,-37.7727,144.8417,,568.0,,3,3.0,1.0,790000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5969,13.3,-37.7692,144.8246,1960.0,751.0,112.0,3,3.0,1.0,600000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5970,13.3,-37.7705,144.8307,1950.0,598.0,112.0,3,3.0,1.0,650000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5971,13.3,-37.7661,144.8396,,609.0,,4,4.0,1.0,640000.0,Brimbank,Western Metropolitan,Barry,h,3020,,,,,,,,,,
5972,13.3,-37.7675,144.8414,1955.0,615.0,133.0,4,4.0,1.0,736000.0,Brimbank,Western Metropolitan,Barry,h,3020,,,,,,,,,,
5973,13.3,-37.7683,144.8314,,617.0,,3,3.0,1.0,605000.0,Brimbank,Western Metropolitan,Barry,h,3020,,,,,,,,,,
5974,13.3,-37.7724,144.8413,,611.0,,3,3.0,1.0,650000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5975,13.3,-37.7661,144.84,,668.0,,3,3.0,1.0,725000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5976,13.3,-37.7674,144.8362,,588.0,,2,2.0,1.0,715000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5977,13.3,-37.7693,144.8351,1975.0,635.0,201.0,4,4.0,2.0,735000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5978,13.3,-37.7696,144.84,,602.0,,3,3.0,1.0,635800.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5979,13.3,-37.7602,144.8316,,581.0,,3,3.0,1.0,432500.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5980,13.3,-37.7665,144.8358,,619.0,,3,3.0,1.0,621000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5981,13.3,-37.7652,144.8376,,0.0,,3,3.0,1.0,580000.0,Brimbank,Western Metropolitan,Barry,h,3020,,,,,,,,,,
5982,13.3,-37.7706,144.8422,,553.0,105.0,3,3.0,1.0,680000.0,Brimbank,Western Metropolitan,Barry,h,3020,,,,,,,,,,
5983,13.3,-37.7704,144.8384,1975.0,538.0,111.0,3,3.0,1.0,700000.0,Brimbank,Western Metropolitan,Barry,h,3020,,,,,,,,,,
5984,13.3,-37.769,144.8441,,476.0,,3,3.0,1.0,650000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5985,13.3,-37.7698,144.8362,1950.0,968.0,141.0,2,2.0,1.0,1190000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5986,13.3,-37.7623,144.8272,1970.0,673.0,673.0,3,3.0,1.0,591000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5987,13.3,-37.7676,144.8339,1940.0,707.0,101.0,3,3.0,1.0,665000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5988,13.3,-37.7719,144.8414,,610.0,,3,3.0,1.0,710000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5989,13.3,-37.7749,144.8329,,570.0,,4,4.0,2.0,705000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5990,13.3,-37.757,144.8313,,535.0,,3,3.0,1.0,520000.0,Brimbank,Western Metropolitan,Barry,h,3020,,,,,,,,,,
5991,13.3,-37.7708,144.8401,2011.0,221.0,155.0,3,3.0,3.0,620000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5992,13.3,-37.7682,144.8335,1945.0,251.0,90.0,3,3.0,1.0,503000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5993,13.3,-37.7743,144.8425,1999.0,786.0,295.0,5,4.0,2.0,1000000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5994,13.3,-37.7699,144.8422,,556.0,,3,3.0,1.0,650000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5995,13.3,-37.7741,144.8354,,694.0,,3,3.0,1.0,871000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
5996,13.5,-37.8004,144.8105,,780.0,,3,3.0,1.0,496000.0,Brimbank,Western Metropolitan,Barry,h,3020,,,,,,,,,,
5997,13.5,-37.7952,144.8126,,538.0,,3,3.0,1.0,488000.0,Brimbank,Western Metropolitan,Barry,h,3020,,,,,,,,,,
5998,13.5,-37.7906,144.7929,1970.0,582.0,115.0,3,3.0,1.0,560000.0,Brimbank,Western Metropolitan,Barry,h,3020,,,,,,,,,,
5999,13.5,-37.7969,144.8086,1975.0,667.0,152.0,3,3.0,2.0,615000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
6000,13.5,-37.7967,144.8083,2004.0,344.0,178.0,3,3.0,3.0,450000.0,Brimbank,Western Metropolitan,Other,t,3020,,,,,,,,,,
6001,13.5,-37.7939,144.8091,1970.0,656.0,,3,3.0,1.0,581000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
6002,13.5,-37.7917,144.8196,1960.0,611.0,,4,4.0,2.0,625000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
6003,13.5,-37.786,144.815,,765.0,,4,4.0,2.0,645400.0,Brimbank,Western Metropolitan,Barry,h,3020,,,,,,,,,,
6004,13.5,-37.7905,144.8073,1966.0,726.0,144.0,3,3.0,1.0,680000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
6005,13.5,-37.7905,144.8033,1960.0,699.0,125.0,3,3.0,1.0,620000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
6006,13.5,-37.7891,144.8152,2011.0,240.0,131.0,3,3.0,2.0,545000.0,Brimbank,Western Metropolitan,Barry,u,3020,,,,,,,,,,
6007,13.5,-37.7981,144.7936,1997.0,596.0,176.0,5,5.0,2.0,621000.0,Brimbank,Western Metropolitan,Barry,h,3020,,,,,,,,,,
6008,13.5,-37.7968,144.8142,,620.0,106.0,3,3.0,1.0,515000.0,Brimbank,Western Metropolitan,Barry,h,3020,,,,,,,,,,
6009,13.5,-37.7942,144.8112,,520.0,,4,4.0,1.0,601000.0,Brimbank,Western Metropolitan,Barry,h,3020,,,,,,,,,,
6010,13.5,-37.7853,144.8114,1950.0,695.0,102.0,3,3.0,1.0,687000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
6011,13.5,-37.7897,144.7964,1970.0,697.0,,3,3.0,1.0,668000.0,Brimbank,Western Metropolitan,Barry,h,3020,,,,,,,,,,
6012,13.5,-37.7904,144.8133,1955.0,482.0,166.0,3,3.0,4.0,485000.0,Brimbank,Western Metropolitan,hockingstuart,h,3020,,,,,,,,,,
6013,13.5,-37.7871,144.8083,1970.0,672.0,151.0,4,4.0,1.0,510000.0,Brimbank,Western Metropolitan,Barry,h,3020,,,,,,,,,,
6014,13.5,-37.7872,144.7975,,699.0,,3,3.0,3.0,665000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
6015,13.5,-37.7928,144.804,1970.0,541.0,133.0,3,3.0,1.0,500000.0,Brimbank,Western Metropolitan,Barry,h,3020,,,,,,,,,,
6016,13.5,-37.7913,144.80200000000005,,792.0,,3,3.0,1.0,825000.0,Brimbank,Western Metropolitan,Barry,h,3020,,,,,,,,,,
6017,13.5,-37.7836,144.7988,1960.0,696.0,148.0,3,3.0,1.0,480000.0,Brimbank,Western Metropolitan,Barry,h,3020,,,,,,,,,,
6018,13.5,-37.7841,144.8052,,696.0,,3,4.0,2.0,544500.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
6019,13.5,-37.7902,144.8102,1950.0,700.0,130.0,4,3.0,1.0,621000.0,Brimbank,Western Metropolitan,Barry,h,3020,,,,,,,,,,
6020,13.5,-37.7901,144.8068,,686.0,,3,3.0,1.0,575000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
6021,13.5,-37.7916,144.82,1970.0,612.0,,3,3.0,1.0,650000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
6022,13.5,-37.796,144.8108,,534.0,,3,3.0,1.0,593000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
6023,13.5,-37.789,144.8195,1967.0,540.0,121.0,3,3.0,1.0,690000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
6024,13.5,-37.7968,144.8086,,650.0,,3,3.0,1.0,625000.0,Brimbank,Western Metropolitan,Other,h,3020,,,,,,,,,,
